city name,lat,lon,temp,humidity,cloudiness,wind speed
cobija,-11.0267,-68.7692,299.35,67,overcast clouds,1.05
midyat,37.4247,41.3393,287.75,35,clear sky,1.5
san juan,-31.5375,-68.5364,290.58,60,overcast clouds,2.55
tsogni,-2.7942,10.0988,297.43,91,moderate rain,0.59
mazatlan,23.2167,-106.4167,301.13,78,few clouds,1.34
manado,1.487,124.8455,299.58,88,scattered clouds,1.82
kuusamo,65.9667,29.1833,278.17,100,overcast clouds,1.03
marystown,47.1666,-55.1483,278.26,89,overcast clouds,3.38
corralillo,22.9819,-80.5856,298.88,79,overcast clouds,7.85
tres passos,-27.4556,-53.9319,285.66,55,clear sky,1.85
srednekolymsk,67.45,153.6833,279.95,63,scattered clouds,1.57
severo-yeniseyskiy,60.3725,93.0408,273.45,60,broken clouds,2.44
xinmin,41.9908,122.8253,297.29,35,clear sky,7.19
wawa,9.9022,4.4192,300.75,68,broken clouds,3.73
korla,41.7597,86.1469,293.29,27,clear sky,0.98
khudumelapye,-23.8833,24.75,285.63,80,clear sky,3.1
gamba,-2.65,10.0,298.01,89,moderate rain,0.58
sao raimundo das mangabeiras,-7.0219,-45.4811,298.91,67,overcast clouds,1.82
daru,-9.0763,143.2092,300.42,88,overcast clouds,7.9
baymak,52.5933,58.3225,285.42,91,clear sky,7.78
tianpeng,30.9866,103.9393,294.06,72,overcast clouds,1.04
taltal,-25.4,-70.4833,289.06,81,scattered clouds,0.92
sanchor,24.7553,71.7722,298.29,68,overcast clouds,3.23
ibra,22.6906,58.5334,300.83,27,clear sky,1.11
klaksvik,62.2266,-6.589,276.66,78,overcast clouds,9.08
havre,49.5833,0.3333,283.37,94,light rain,3.75
cayenne,4.9333,-52.3333,298.2,89,clear sky,2.9
samarai,-10.6167,150.6667,300.91,78,broken clouds,4.42
ginda,30.6945,78.4932,288.71,87,overcast clouds,0.24
butia,-30.1197,-51.9622,282.6,85,clear sky,1.27
gushikawa,26.3544,127.8686,301.92,83,broken clouds,4.52
saint-louis,16.3333,-15.0,310.95,25,scattered clouds,8.06
lennoxtown,55.9726,-4.2,281.64,91,few clouds,0.39
barkly west,-28.5354,24.5215,281.75,36,clear sky,5.2
vardo,70.3705,31.1107,277.26,96,overcast clouds,4.38
sobolevo,54.4299,31.8996,286.44,98,overcast clouds,1.53
custoias,41.1053,-7.321,282.39,85,overcast clouds,1.75
ahuimanu,21.4447,-157.8378,301.99,61,clear sky,7.72
ballina,-28.8667,153.5667,292.13,77,scattered clouds,3.6
san joaquin,37.9333,-121.3011,302.88,26,clear sky,8.75
sao joao da barra,-21.6403,-41.0511,293.57,84,few clouds,4.06
alugan,12.2188,125.4808,301.37,82,overcast clouds,4.56
betzdorf,50.7833,7.8833,280.39,97,few clouds,0.82
litovko,49.2361,135.1742,290.78,69,overcast clouds,2.34
ndola,-12.9587,28.6366,280.78,68,broken clouds,0.45
zhigalovo,54.8097,105.1578,282.72,43,overcast clouds,2.17
borogontsy,62.6683,131.1683,280.26,25,broken clouds,3.08
sioux lookout,50.1001,-91.917,299.36,29,few clouds,3.6
mugan,35.9404,101.3842,285.77,27,clear sky,5.87
san policarpo,12.1791,125.5072,301.41,82,overcast clouds,4.73
beloha,-25.1667,45.05,293.48,67,broken clouds,5.04
roald,62.5833,6.1333,283.1,93,overcast clouds,4.12
parsons,37.3403,-95.2611,297.31,87,overcast clouds,3.16
pangkalanbuun,-2.6833,111.6167,296.67,99,overcast clouds,0.09
gornopravdinsk,60.05,69.9,280.61,65,few clouds,3.41
vesoul,47.5833,5.8333,282.6,97,scattered clouds,2.23
burns lake,54.2331,-125.7533,278.83,93,overcast clouds,1.78
shellbrook,53.2168,-106.4011,296.72,37,overcast clouds,5.51
medicine hat,50.0501,-110.6683,292.39,17,few clouds,5.36
ubud,-8.5098,115.2654,297.77,75,clear sky,2.11
bud,39.447,-86.1758,297.2,89,overcast clouds,3.46
beira,-19.8436,34.8389,295.43,85,light rain,4.29
villaviciosa,43.4813,-5.4357,285.05,94,scattered clouds,2.39
mujiayingzi,42.1167,118.7833,297.43,22,clear sky,4.38
tigil,57.8,158.6667,276.57,96,light rain,2.58
dabakala,8.3667,-4.4333,297.9,85,scattered clouds,2.74
hami,42.8,93.45,294.61,27,clear sky,1.77
huntingdon,52.3305,-0.1865,283.59,89,overcast clouds,0.45
portoferraio,42.8115,10.3146,290.91,80,overcast clouds,5.54
usak,38.5,29.4167,284.56,63,clear sky,0.7
sistranda,63.7256,8.834,281.98,85,overcast clouds,7.41
savyntsi,49.4026,37.0627,285.67,94,broken clouds,3.09
gyenesdias,46.7706,17.2866,285.79,89,broken clouds,1.74
mehamn,71.0357,27.8492,282.4,77,few clouds,7.8
trenggalek,-8.05,111.7167,298.83,86,overcast clouds,1.71
pangnirtung,66.1451,-65.7125,269.15,86,overcast clouds,7.2
owando,-0.4819,15.8999,293.94,97,overcast clouds,0.69
zhigansk,66.7697,123.3711,276.68,39,overcast clouds,2.32
valdivia,-39.8142,-73.2459,286.2,93,overcast clouds,0.98
lerwick,60.1545,-1.1494,279.15,82,overcast clouds,6.66
khani,41.9563,42.9566,287.91,60,broken clouds,3.7
isla vista,34.4133,-119.861,303.9,61,clear sky,2.57
ulcinj,41.9294,19.2244,286.27,71,broken clouds,2.76
ilulissat,69.2167,-51.1,278.16,56,few clouds,0.51
pacific grove,36.6177,-121.9166,297.37,69,clear sky,3.58
koumac,-20.5667,164.2833,297.82,69,overcast clouds,3.22
onoda,34.0014,131.1836,293.87,75,broken clouds,3.56
oussouye,12.485,-16.5469,296.2,68,overcast clouds,2.53
takoradi,4.8845,-1.7554,299.34,85,few clouds,1.45
kalevala,65.2,31.1667,285.17,97,heavy intensity rain,1.72
agde,43.3108,3.4758,287.17,63,broken clouds,4.63
seydi,39.4816,62.9137,298.43,9,clear sky,2.59
margate,51.3813,1.3862,284.38,82,broken clouds,0.89
elizabeth city,36.2946,-76.2511,293.26,59,clear sky,3.6
kaura namoda,12.5898,6.5779,303.7,38,clear sky,5.76
port hardy,50.6996,-127.4199,283.15,87,light rain,0.0
coihaique,-45.5752,-72.0662,276.12,100,broken clouds,0.0
oytal,42.9057,73.2697,290.79,45,broken clouds,2.58
tari,12.4086,4.4914,305.37,40,broken clouds,2.78
sarandi,-23.4436,-51.8739,290.9,54,clear sky,1.28
piacabucu,-10.4056,-36.4344,297.21,84,scattered clouds,2.48
llanes,43.4198,-4.7549,284.97,85,overcast clouds,4.19
opuwo,-18.0607,13.84,288.76,36,clear sky,1.26
caibarien,22.5206,-79.4669,298.77,79,overcast clouds,8.22
muroto,33.2833,134.15,294.17,98,overcast clouds,3.18
lishui,28.4604,119.9103,294.88,93,light rain,1.24
sao felix do xingu,-6.6447,-51.995,295.59,96,overcast clouds,0.72
muros,42.7762,-9.0603,285.92,85,scattered clouds,2.92
mao,39.8885,4.2658,290.46,82,clear sky,1.54
ishigaki,24.3448,124.1572,302.22,89,broken clouds,5.66
ahipara,-35.1667,173.1667,291.1,62,clear sky,5.9
asyut,27.181,31.1837,297.25,33,clear sky,5.47
santana,-0.0583,-51.1817,300.25,93,clear sky,2.09
chernyshevskiy,63.0128,112.4714,273.61,46,overcast clouds,1.88
fort wellington,6.4,-57.6,298.62,83,clear sky,4.22
ngunguru,-35.6167,174.5,292.68,57,clear sky,6.26
katangli,51.7102,143.2326,282.94,76,overcast clouds,5.2
oum hadjer,13.2954,19.6966,303.48,12,clear sky,2.54
rovaniemi,66.5,25.7167,280.82,93,clear sky,2.06
monrovia,6.3005,-10.7969,299.62,84,overcast clouds,3.08
fushan,37.4958,121.2581,297.5,42,clear sky,3.47
hambantota,6.1241,81.1185,298.34,83,scattered clouds,5.31
montepuez,-13.1256,38.9997,290.57,83,scattered clouds,4.13
miramar,25.9873,-80.2323,299.27,71,few clouds,8.23
manzhouli,49.6,117.4333,288.55,41,overcast clouds,4.17
uruguaiana,-29.7547,-57.0883,288.11,67,clear sky,2.06
mutis,6.2262,-77.4044,299.08,88,overcast clouds,2.17
bamako,12.65,-8.0,304.38,26,few clouds,0.4
winnemucca,40.973,-117.7357,299.32,20,broken clouds,7.04
